Absurd,Alone,Divorced,Married,Single,Together,Widow,YOLO,Absurd,Alone,Divorced,Married,Single,Together,Widow,YOLO,Year_Birth,Education,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Z_CostContact,Z_Revenue,Join_year,Join_month,Join_weekday,Minorhome,Total_Mnt,Total_num_purchase,AOV
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1948,3,42192.0,0,0,40,40,15,15,17,6,7,1,2,1,3,4,0,3,11,2013,9,4,0,100,11,9.090909090909092
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1970,3,66731.0,0,1,33,371,159,194,58,106,141,4,4,3,6,3,0,3,11,2012,9,2,1,1029,20,51.45
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1981,4,22944.0,1,0,67,19,3,19,4,5,26,3,3,0,3,7,0,3,11,2013,12,0,1,76,16,4.75
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1979,3,61825.0,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,3,11,2013,8,2,1,424,19,22.31578947368421
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1976,4,46106.0,1,1,84,30,0,8,2,0,14,1,1,1,2,6,0,3,11,2014,5,6,2,54,11,4.909090909090909
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1955,2,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,3,11,2012,8,4,1,587,22,26.681818181818183
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1958,3,65148.0,0,1,9,460,35,422,33,12,153,2,6,6,7,4,0,3,11,2012,11,4,1,1115,25,44.6
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1954,3,75315.0,0,1,14,459,15,171,142,23,31,2,5,4,12,2,0,3,11,2014,4,1,1,841,25,33.64
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1976,5,55412.0,1,1,65,10,5,28,11,1,8,1,2,0,3,5,0,3,11,2013,11,4,2,63,11,5.7272727272727275
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1973,5,46854.0,1,1,81,96,1,79,7,1,79,6,5,1,3,8,0,3,11,2014,3,0,2,263,23,11.434782608695652
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1973,5,37401.0,1,0,14,19,3,19,3,1,3,2,2,0,3,7,0,3,11,2014,5,1,1,48,14,3.4285714285714284
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1982,3,40479.0,1,0,95,5,0,8,2,0,0,1,0,0,3,4,0,3,11,2013,8,5,1,15,8,1.875
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1978,3,77583.0,0,0,93,372,23,384,250,12,108,1,4,5,9,2,0,3,11,2014,2,0,0,1149,21,54.714285714285715
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1954,3,53103.0,0,1,70,729,17,133,11,0,195,5,10,6,7,7,0,3,11,2013,9,3,1,1085,35,31.0
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1977,3,33178.0,1,0,9,12,6,2,11,2,16,1,1,0,3,4,0,3,11,2014,1,3,1,49,9,5.444444444444445
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1984,4,42207.0,1,0,71,116,11,72,3,17,46,4,4,1,5,6,0,3,11,2013,4,0,1,265,20,13.25
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1952,3,44213.0,1,1,48,95,11,35,0,4,7,4,2,1,5,6,0,3,11,2013,11,4,2,152,18,8.444444444444445
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1971,5,32011.0,1,0,89,99,0,15,2,1,5,3,2,1,4,7,0,3,11,2013,8,3,1,122,17,7.176470588235294
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1966,3,27038.0,0,0,64,1,26,25,17,23,15,1,3,0,3,9,0,3,11,2012,9,1,0,107,16,6.6875
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1959,3,87195.0,0,0,35,217,76,690,50,26,38,1,3,11,5,1,0,3,11,2014,5,3,0,1097,21,52.23809523809524
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1986,3,52247.25135379061,1,0,19,5,1,3,3,263,362,0,27,0,0,1,0,3,11,2013,2,2,1,637,28,22.75
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1986,3,71952.0,1,0,93,656,80,455,52,107,93,2,8,4,8,4,0,3,11,2013,1,3,1,1443,26,55.5
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1969,4,43142.0,1,1,84,5,1,7,2,1,4,1,1,0,2,7,0,3,11,2014,2,1,2,20,11,1.8181818181818181
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1962,3,39552.0,1,1,54,165,3,147,4,24,41,7,6,2,5,8,0,3,11,2012,12,1,2,384,28,13.714285714285714
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1974,5,38410.0,0,0,65,153,64,123,116,64,14,2,5,2,9,6,0,3,11,2012,9,4,0,534,24,22.25
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1947,3,70321.0,0,0,6,303,23,751,82,26,191,1,6,5,13,4,0,3,11,2013,1,2,0,1376,29,47.44827586206897
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1971,3,55239.0,0,1,59,371,17,238,23,24,106,3,7,5,11,5,0,3,11,2013,7,6,1,779,31,25.129032258064516
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1986,5,34320.0,1,0,66,4,1,9,3,0,0,1,1,0,2,8,0,3,11,2014,2,6,1,17,12,1.4166666666666667
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1961,3,88347.0,0,0,32,1050,178,555,77,138,118,1,4,7,9,1,0,3,11,2013,7,2,0,2116,22,96.18181818181819
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1974,5,40344.0,0,1,48,210,0,6,0,0,2,2,4,1,5,7,0,3,11,2013,10,6,1,218,19,11.473684210526315
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1988,2,23331.0,1,0,92,5,36,7,0,10,45,2,3,0,3,8,0,3,11,2012,9,1,1,103,16,6.4375
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1949,3,72643.0,0,0,60,526,80,553,123,94,53,1,3,10,7,2,0,3,11,2013,2,2,0,1429,23,62.130434782608695
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1977,3,666666.0,1,0,23,9,14,18,8,1,12,4,3,1,3,6,0,3,11,2013,6,6,1,62,17,3.6470588235294117
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1951,5,69702.0,0,1,8,664,9,240,50,19,57,2,7,7,10,4,0,3,11,2013,2,1,1,1039,30,34.63333333333333
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1971,4,36230.0,1,0,17,14,2,30,8,2,3,1,2,0,4,5,0,3,11,2013,10,3,1,59,12,4.916666666666667
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1982,4,27590.0,1,0,38,6,0,5,0,0,1,1,1,0,2,7,0,3,11,2013,4,1,1,12,11,1.0909090909090908
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1985,3,72903.0,0,0,74,1067,138,750,0,19,39,1,7,5,8,4,0,3,11,2013,10,1,0,2013,25,80.52
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1961,3,16860.0,1,1,19,10,4,4,3,3,14,3,1,1,3,7,0,3,11,2012,9,2,2,38,15,2.533333333333333
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1966,4,29435.0,1,1,11,70,3,37,4,2,64,4,3,2,2,9,0,3,11,2012,8,0,2,180,20,9.0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1974,5,68352.0,0,1,47,614,16,132,43,33,33,3,8,5,9,6,0,3,11,2013,8,2,1,871,31,28.096774193548388
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1951,3,40689.0,0,1,69,270,3,27,39,6,99,7,7,1,5,8,0,3,11,2013,3,0,1,444,28,15.857142857142858
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1956,3,46984.0,1,1,71,19,1,10,2,1,8,1,1,0,3,5,0,3,11,2013,3,1,2,41,10,4.1
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1986,5,38197.0,1,0,86,23,0,11,2,1,3,1,1,0,3,5,0,3,11,2013,6,5,1,40,10,4.0
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1952,4,59354.0,1,1,53,233,2,53,3,5,14,3,6,1,5,6,0,3,11,2013,11,4,2,310,21,14.761904761904763
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1976,3,40780.0,0,1,30,229,27,71,13,3,34,4,7,1,5,9,0,3,11,2012,9,5,1,377,26,14.5
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1979,3,75507.0,0,0,56,709,93,374,104,80,80,1,8,6,6,3,0,3,11,2014,5,4,0,1440,24,60.0
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1981,4,42021.0,1,0,34,393,5,136,7,5,27,5,10,1,6,9,0,3,11,2012,8,4,1,573,31,18.483870967741936
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1967,5,40304.0,1,0,82,37,0,17,0,0,3,1,2,0,3,7,0,3,11,2013,9,0,1,57,13,4.384615384615385
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1943,5,57513.0,0,0,59,735,40,183,52,20,30,2,9,3,13,6,0,3,11,2013,7,5,0,1060,33,32.121212121212125
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1977,3,56628.0,0,1,30,479,5,82,7,17,171,2,7,6,5,5,0,3,11,2014,3,4,1,761,25,30.44
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1943,4,77598.0,0,0,53,1193,33,281,129,66,33,1,7,5,13,3,0,3,11,2013,10,1,0,1735,29,59.827586206896555
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1985,3,70596.0,0,0,68,347,44,534,17,0,26,1,3,5,12,2,0,3,11,2012,10,4,0,968,23,42.08695652173913
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1966,3,63810.0,0,1,45,977,12,253,16,12,101,4,4,3,12,8,0,3,11,2012,11,6,1,1371,31,44.225806451612904
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1985,2,41473.0,1,0,80,21,8,20,15,3,9,1,2,0,3,7,0,3,11,2013,6,2,1,76,13,5.846153846153846
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1982,4,43815.0,1,0,53,14,10,29,4,7,15,1,2,0,3,6,0,3,11,2013,4,4,1,79,12,6.583333333333333
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1988,3,41883.0,1,0,13,32,34,41,73,16,116,3,4,2,3,7,0,3,11,2013,3,1,1,312,19,16.42105263157895
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1947,3,27469.0,0,0,2,9,1,2,3,2,0,1,0,0,3,6,0,3,11,2012,8,3,0,17,10,1.7
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1981,3,28510.0,1,1,72,44,5,19,0,4,19,3,2,0,4,5,0,3,11,2013,4,5,2,91,14,6.5
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1976,3,37697.0,1,0,82,34,6,21,11,4,8,1,2,1,3,6,0,3,11,2014,2,4,1,84,13,6.461538461538462
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1970,2,15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,3,11,2013,8,5,0,64,13,4.923076923076923
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1978,4,88097.0,1,0,24,163,0,480,0,126,75,1,6,5,8,9,0,3,11,2012,8,5,1,844,29,29.103448275862068
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1969,3,72460.0,0,0,56,377,10,540,80,30,10,1,3,5,7,1,0,3,11,2013,11,3,0,1047,17,61.588235294117645
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1975,3,53201.0,1,1,49,280,7,81,20,0,27,8,6,3,5,7,0,3,11,2013,2,1,2,415,29,14.310344827586206
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1968,3,58554.0,1,1,55,368,24,68,38,0,88,6,8,2,6,7,0,3,11,2012,9,2,2,586,29,20.20689655172414
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1967,3,66825.0,0,0,73,243,101,405,29,40,40,1,4,5,6,2,0,3,11,2013,7,6,0,858,18,47.666666666666664
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1954,3,77972.0,0,0,18,613,22,319,33,102,12,1,4,6,9,1,0,3,11,2014,3,1,0,1101,21,52.42857142857143
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1966,3,70287.0,0,0,30,295,35,482,121,120,40,1,5,5,10,3,0,3,11,2013,4,1,0,1093,24,45.541666666666664
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1972,5,38578.0,1,1,2,38,4,22,3,3,3,3,3,0,3,8,0,3,11,2013,6,5,2,73,17,4.294117647058823
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1983,3,43776.0,1,0,77,8,0,9,2,1,3,1,1,0,2,6,0,3,11,2014,5,5,1,23,10,2.3
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1959,3,50664.0,1,1,64,313,8,104,6,4,126,9,8,1,6,9,0,3,11,2013,1,2,2,561,33,17.0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1964,2,52247.25135379061,1,1,49,5,1,9,2,0,4,1,1,0,2,7,0,3,11,2014,1,6,2,21,11,1.9090909090909092
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1963,3,54414.0,1,1,49,109,18,16,24,26,18,4,3,1,5,4,0,3,11,2013,1,2,2,211,17,12.411764705882353
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1964,3,40800.0,1,2,77,24,0,27,8,30,10,2,3,0,3,7,1,3,11,2013,1,1,3,99,15,6.6
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1971,3,58350.0,0,1,5,493,26,206,116,80,80,4,8,3,12,6,0,3,11,2013,1,4,1,1001,33,30.333333333333332
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1978,3,42011.0,1,0,46,131,0,16,2,1,39,4,3,1,4,8,0,3,11,2013,3,1,1,189,20,9.45
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1974,3,45837.0,1,1,88,215,13,87,17,17,24,5,6,2,5,7,0,3,11,2013,7,4,2,373,25,14.92
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1989,3,18358.0,1,0,49,6,8,19,16,4,4,3,3,0,4,7,0,3,11,2013,11,2,1,57,17,3.3529411764705883
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1973,5,63516.0,1,1,30,141,11,114,15,14,5,4,4,1,7,5,0,3,11,2013,7,5,2,300,21,14.285714285714286
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1951,4,29298.0,1,1,60,6,0,2,2,0,1,1,1,0,2,5,0,3,11,2013,9,5,2,11,9,1.2222222222222223
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1980,5,43974.0,1,0,19,378,0,101,0,0,72,5,6,4,6,7,0,3,11,2012,12,2,1,551,28,19.678571428571427
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1964,5,31686.0,1,1,31,11,0,5,0,0,1,2,1,0,3,6,0,3,11,2014,6,3,2,17,12,1.4166666666666667
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1975,3,48178.0,1,1,69,159,4,45,6,2,38,6,5,1,4,8,0,3,11,2012,10,6,2,254,24,10.583333333333334
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1971,3,18793.0,1,0,14,4,16,20,0,17,20,3,2,0,4,8,0,3,11,2013,1,5,1,77,17,4.529411764705882
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1973,3,65333.0,0,1,58,654,7,92,0,15,30,7,9,4,8,6,0,3,11,2014,1,4,1,798,34,23.470588235294116
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1972,5,44325.0,0,1,69,516,0,21,0,0,5,4,8,2,7,8,0,3,11,2013,3,3,1,542,29,18.689655172413794
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1989,2,85710.0,0,0,5,600,20,350,29,30,33,1,6,9,10,2,0,3,11,2013,5,6,0,1062,28,37.92857142857143
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1971,3,30372.0,1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,3,11,2012,12,1,2,44,15,2.933333333333333
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1965,3,61559.0,0,1,8,279,83,88,32,14,34,1,4,2,10,3,0,3,11,2013,7,2,1,530,20,26.5
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1986,3,83033.0,1,0,82,812,99,431,237,149,33,1,11,4,10,5,0,3,11,2014,5,6,1,1761,31,56.806451612903224
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1970,3,81205.0,0,0,43,724,74,929,97,55,130,1,5,6,7,2,0,3,11,2014,1,0,0,2009,21,95.66666666666667
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1951,3,52247.25135379061,2,1,96,48,5,48,6,10,7,3,2,1,4,6,0,3,11,2014,1,2,3,124,16,7.75
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1988,3,84219.0,0,0,27,434,137,400,45,137,45,1,3,4,10,1,0,3,11,2014,2,6,0,1198,19,63.05263157894737
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1961,4,80950.0,0,0,44,525,147,112,219,147,63,1,6,7,9,2,0,3,11,2013,3,3,0,1213,25,48.52
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1962,5,56067.0,0,1,51,517,12,54,16,6,120,2,7,4,7,5,0,3,11,2013,7,5,1,725,25,29.0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1995,2,83257.0,0,0,56,536,27,590,38,107,67,1,5,10,12,6,1,3,11,2012,9,1,0,1365,34,40.14705882352941
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1970,3,67384.0,0,1,32,957,40,175,158,53,107,2,7,8,5,5,0,3,11,2012,11,5,1,1490,27,55.18518518518518
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1963,5,66313.0,0,1,86,625,7,99,10,22,7,2,6,3,12,4,0,3,11,2013,9,0,1,770,27,28.51851851851852
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1984,3,38680.0,1,0,97,11,0,36,15,5,12,1,2,0,3,7,0,3,11,2013,3,3,1,79,13,6.076923076923077
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1951,3,53790.0,0,2,86,335,42,127,28,5,5,3,7,2,8,6,0,3,11,2014,3,3,2,542,26,20.846153846153847
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1948,5,76140.0,0,0,57,586,66,653,17,0,26,1,5,9,6,2,0,3,11,2014,5,1,0,1348,23,58.608695652173914
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1957,3,23539.0,0,0,13,4,24,11,16,1,25,1,2,0,4,6,0,3,11,2014,2,4,0,81,13,6.230769230769231
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1964,3,55761.0,0,1,97,136,1,12,0,3,32,2,4,1,3,6,0,3,11,2014,4,3,1,184,16,11.5
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1975,1,30801.0,0,1,23,8,4,5,15,2,11,2,1,0,3,7,0,3,11,2012,10,4,1,45,13,3.4615384615384617
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1984,2,35684.0,1,0,66,10,4,7,0,6,3,1,1,0,3,6,0,3,11,2014,4,1,1,30,11,2.727272727272727
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1980,5,30732.0,1,0,44,155,1,25,0,1,3,4,4,1,4,8,0,3,11,2013,1,5,1,185,21,8.80952380952381
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1975,3,153924.0,0,0,81,1,1,1,1,1,1,0,0,0,0,0,0,3,11,2014,2,4,0,6,0,0.0
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1951,4,39767.0,0,0,18,113,61,204,34,26,47,2,7,1,7,8,0,3,11,2013,7,6,0,485,25,19.4
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1972,4,35641.0,1,0,11,63,3,67,8,9,28,2,3,1,4,7,0,3,11,2013,7,6,1,178,17,10.470588235294118
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1952,3,72228.0,0,0,87,631,28,491,30,14,56,1,6,7,8,3,0,3,11,2012,11,1,0,1250,25,50.0
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1969,4,66476.0,0,1,80,742,28,152,25,9,57,2,6,8,10,4,0,3,11,2013,12,2,1,1013,30,33.766666666666666
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1966,3,61286.0,0,1,34,356,0,107,19,9,117,2,7,1,8,5,0,3,11,2013,8,4,1,608,23,26.434782608695652
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1978,3,41986.0,0,1,15,27,5,8,8,3,12,3,3,0,4,4,0,3,11,2014,2,6,1,63,14,4.5
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1985,4,40101.0,1,0,73,171,3,129,26,24,62,4,6,1,6,7,0,3,11,2012,10,6,1,415,24,17.291666666666668
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1949,4,51529.0,0,1,14,400,4,35,6,0,22,2,9,1,5,8,0,3,11,2013,9,5,1,467,25,18.68
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1985,3,19986.0,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,3,11,2013,11,3,1,22,11,2.0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1972,3,38808.0,1,0,21,125,17,52,3,19,30,4,5,1,4,8,0,3,11,2012,8,6,1,246,22,11.181818181818182
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1973,5,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,0,3,11,2014,5,0,2,49,11,4.454545454545454
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1955,3,72906.0,0,0,79,400,32,519,71,75,54,1,3,4,9,1,0,3,11,2013,9,1,0,1151,18,63.94444444444444
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1977,4,78710.0,0,1,42,721,0,152,119,50,50,3,7,6,12,4,0,3,11,2014,5,4,1,1092,32,34.125
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1947,5,67472.0,0,1,93,162,31,127,8,17,69,2,4,2,7,3,0,3,11,2013,9,5,1,414,18,23.0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1975,4,46098.0,1,1,86,57,0,27,0,0,36,4,3,2,2,8,0,3,11,2012,8,5,2,120,19,6.315789473684211
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1952,5,50870.0,0,1,13,53,0,8,0,0,2,1,2,0,3,5,0,3,11,2014,6,3,1,63,11,5.7272727272727275
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1979,3,48526.0,1,0,32,23,17,23,43,20,9,1,2,1,4,3,0,3,11,2013,12,1,1,135,11,12.272727272727273
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1972,4,42618.0,1,0,92,76,14,74,13,5,10,2,5,0,4,8,0,3,11,2013,10,2,1,192,19,10.105263157894736
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1973,3,49094.0,0,1,6,376,0,38,11,8,69,5,6,3,6,6,0,3,11,2012,9,4,1,502,26,19.307692307692307
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1966,3,44794.0,0,1,99,54,0,7,0,0,4,1,2,0,3,6,0,3,11,2014,6,6,1,65,12,5.416666666666667
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1971,3,25818.0,1,0,51,5,2,8,2,2,9,1,0,1,2,7,0,3,11,2012,10,3,1,28,11,2.5454545454545454
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1973,2,69401.0,0,1,41,399,27,159,58,8,39,4,4,4,5,2,0,3,11,2014,3,6,1,690,19,36.31578947368421
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1970,3,44267.0,1,1,48,183,5,65,3,5,49,5,5,2,4,9,0,3,11,2013,2,0,2,310,25,12.4
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1955,5,46015.0,1,1,25,38,0,2,0,0,6,1,1,0,3,7,0,3,11,2014,4,6,2,46,12,3.8333333333333335
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1960,3,47916.0,0,1,72,505,0,26,0,0,75,5,7,4,6,6,0,3,11,2012,11,3,1,606,28,21.642857142857142
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1968,3,41120.0,1,1,80,24,2,23,0,8,24,3,2,1,3,6,0,3,11,2013,11,2,2,81,15,5.4
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1980,3,69508.0,1,0,48,824,32,162,42,32,43,2,11,4,11,6,0,3,11,2012,11,2,1,1135,34,33.38235294117647
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1985,3,55357.0,2,0,66,374,64,116,84,25,64,3,6,2,11,5,0,3,11,2013,2,1,2,727,27,26.925925925925927
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1987,5,95169.0,0,0,1,1285,21,449,106,20,20,1,4,3,4,1,0,3,11,2013,10,2,0,1901,13,146.23076923076923
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1985,3,44322.0,1,0,30,46,0,40,3,0,3,2,3,0,3,8,0,3,11,2014,6,0,1,92,16,5.75
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1976,2,75484.0,0,1,50,378,97,259,197,194,34,2,7,3,6,4,0,3,11,2012,8,3,1,1159,22,52.68181818181818
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1981,2,24336.0,1,0,82,1,6,2,8,2,12,1,1,0,2,7,0,3,11,2012,8,0,1,31,11,2.8181818181818183
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1973,3,42429.0,0,1,99,55,0,6,2,0,4,2,1,1,3,5,0,3,11,2014,2,1,1,67,12,5.583333333333333
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1973,3,34853.0,1,1,75,9,3,15,2,3,2,2,2,0,3,6,0,3,11,2013,12,0,2,34,13,2.6153846153846154
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1960,3,70971.0,0,1,28,1001,17,572,93,125,17,7,11,11,5,7,0,3,11,2012,9,4,1,1825,41,44.51219512195122
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1976,5,55424.0,0,1,6,462,61,184,10,53,107,4,7,5,9,6,0,3,11,2012,11,6,1,877,31,28.29032258064516
